set,number,name,type,subtype,rarity,allegiances,traits,artist,politics_ability,politics_cost,intrigue_ability,intrigue_cost,onePower_ability,onePower_cost,combat_ability,combat_cost,effect,lore,printing_of,printing_note
children_of_the_dragon,135,The Three Fold Land,Advantage,World,U,,Nation Contested Advantage,Kenneth Waters,,,,,,,,,"Characters and troops with an allegiance other than Aiel cannot participate in this contested challenge. If you control The Three Fold Land, rotate this card to generate [combat]. This symbol has the Aiel allegiance. If you control The Three Fold Land by 5 or more, rotate this card to generate [politics][intrigue][combat]. These symbols have the Aiel allegiance.","To us it is the Three-fold land. A shaping stone, to make us; a testing ground, to prove our worth; and a punishment for the sin.",,
children_of_the_dragon,134,The Ta'veren,Advantage,World,C,,,Steve Snyder,,,,,,,,,"Any player may convert a Pattern to remove 2 damage from a Ta'veren. When a Ta'veren participates in a challenge, he additionally generates [support][support][opposition][opposition] when he rolls his dice.","Three of them, when I expected one.",,
children_of_the_dragon,5,Alliance,Challenge,,C,,,Tony Moseley,,,,,,,,,"When it is revealed, this challenge gains 5 support for each nation contested advantage you control. If successful, this challenge becomes a player advantage targeting you with the following text: Rotate Alliance and target 1 character or troop you control for each nation contested advantage you control. The targets additionally generate [support][opposition] when they roll their dice this turn.",The Alliance had raised an immense force... an army of a size certainly not seen since Artur Hawkwing's day.,,
children_of_the_dragon,20,Cadin'sor,Advantage,,R2,,,Darrell Sweet,,,,,,,,1,"Target a non-Wise One character or troop you control with only the Aiel allegiance. When the target is declared a participant in a challenge, add a [combat] to your pool. This symbol has the Aiel allegiance and may only be used for recruiting Aiel cards. Discard this card from play to remove up to 2 damage from the target.","From his soft, laced knee-high boots to the cloth wrapped loosely around his neck, his clothes were all in shades of brown and gray that would blend into rock or earth.",,
children_of_the_dragon,22,Call Up the Reserves,Challenge,,C,,,Jim Holloway,,,,,,,,,"Target a player. This challenge has 15 additional opposition at resolution, unless you have 6 or more tokens on your section of the Pattern. If successful, the target draws a number of cards from his deck to fill his hand to his maximum hand size. Remove this challenge from the game when it resolves.","The drums and trumpets were drawing nearer, the shouting growing louder.",,
children_of_the_dragon,23,Callbox,Event,,R2,,,Jim Houston,,,,,,,,,May only be played by a Villain player. Target your starting character. He generates [onePower]. This symbol may only be used to recruit characters or troops.,"Intricate patterns covered every side, and close up you could see smaller patterns within the large.",,
children_of_the_dragon,32,Conquer and Control,Challenge,,C,,,Jim Holloway,,,,,,,,,"If successful, this challenge becomes a player advantage targeting you with the following text: Rotate this advantage to add a token to a contested advantage you control.","The people spoke of visits from the tall, boxy ships of the invaders.",,
children_of_the_dragon,39,Destroy from Within,Challenge,,C,,,Kenneth Waters,,,,,,,,,"Target an opponent. If successful, for every 2 cards in the target's discard pile when this challenge resolves, he must place the top card of his deck into his discard pile. Immediately after this challenge resolves, remove the target's discard pile from the game.","Rand and the Asha'man darted aside from the gateway, and Davram Bashere led his wildly screaming Saldeans into Illian, a flood of horsemen waving their swords as they poured out.",,
children_of_the_dragon,41,Doorway in Rhuidean,Event,,R2,,,Rob Carlos,,,,,,,,,"You may only play this card once per game. Roll 3 One Power dice. Look at a number of cards from the top of your deck equal to 6 times the number of [onePower] you rolled. For each [onePower] you rolled, you may take 1 of these cards into your hand. Place the remaining cards back on the top of your deck in the same order you drew them. If you rolled no [onePower], draw a card. Place 2 damage tokens on your starting character for each [damage] you rolled.","By the ancient treaty, here is agreement made. What is your need? Speak.",,
children_of_the_dragon,42,Doorway in Tear,Event,,R2,,,Ran Ackels,,,,,,,,,"You may only play this card once per game. Roll 3 One Power dice. Look at a number of cards from the top of your deck equal to 6 times the number of [onePower] you rolled. You may place any of the cards you looked at on the bottom of your deck in any order, and place the rest back on top of your deck in the same order you drew them.","A tall redstone doorframe, looming oddly in the shadows cast by his lamp. Twisted somehow.",,
children_of_the_dragon,43,Dream Search,Event,,C,,,Stephanie Law,,,,,,,,,Rotate a Dreamwalker you control and target a card in an opponent's discard or killed pile. That player must search his hand and deck for a copy of the target card and place it in his discard pile (if possible).,"There was nothing on the table except three ornately lacquered boxes, arrayed with painful precision.",,
children_of_the_dragon,47,Feast of Teven,Event,,C,,,Tina Druce-Hoffman,,,,,,,,,"May not be played during the Resolution or Draw Rounds. Remove 1 point of damage from each Illian card you control. Search your deck, and take from it one Prophecy card for each Gleeman you control and place them in your hand.","His cloak seemed a mass of patches, in odd shapes and sizes, fluttering with very breath of air, patches in a hundred colors...",,
children_of_the_dragon,49,Foolbox,Event,,C,,,Jim Houston,,,,2,,,,,Target an advantage with [onePower] in its printed cost or a card in play which forced you to discard 1 or more cards from your hand this turn. The target is shuffled back into its owner's deck.,"...reaching into his bag, Caddar drew out a gray stone cube, with no markings, but a bright red disc set in one face.",,
children_of_the_dragon,62,Incite Rebellion,Challenge,,C,,,Kenneth Waters,,,,,,,,,"May not be placed in your opening hand. Target a player. If successful, this challenge becomes a player advantage targeting him with the following text: The cost for you to pay advantage cards is increased by [politics][intrigue][combat]. (This includes advantages which have no printed cost.) Any player may convert 2 Pattern to shuffle this card back into its owner's deck. If any player has at least 4 more Pattern than the target of this advantage, discard this card.",The mass of men stalked around the next corner...,,
children_of_the_dragon,76,Lines of Support,Advantage,,R2,,,Randy Asplund,,,,,,,,1,"Target a character or troop you control with a printed Combat ability. Your maximum hand size is increased by +1. While you control 3 copies of this card, the targets must participate in the Pattern challenge each turn (if possible), and you may rotate all 3 copies of this card to draw an additional card during the Draw Round this turn.","Horses would go lame between here and Tear, or die from things the farriers could not remedy...",,
children_of_the_dragon,79,Maiden Handtalk,Event,,C,,,Tina Druce-Hoffman,,,,,,,,,"Target a non-Last Battle challenge during the Declare Challenges phase. You may only participate in the challenge with Maiden of the Spear cards. All other players may only participate in the challenge with characters. If you have no participants in that challenge, any opponent may reinforce the challenge with troops he controls as if they had Reinforcement.",The Aiel had all sorts of hand signals for when silence was best. ...but only the Maidens had made a language of them.,,
children_of_the_dragon,92,Military Dominance,Challenge,,C,,,Jim Holloway,,,,,,,,,"Only Combat dice may be rolled in this challenge. If successful, this challenge becomes a character advantage targeting a character you control with the following text: Rotate and target 2 characters you control. When the targets roll their Combat dice this turn, they each additionally generate [combat].",Andor's success is also due in large part to the strength of her army...,,
children_of_the_dragon,96,Need,Challenge,,C,,,Tina Druce-Hoffman,,,,,,,,,"Only Dreamwalker characters may participate in this challenge. Name the title of a target card when you reveal this challenge. If successful by 5 or more, search your deck for a copy of the target card and place it in your hand. If successful by 10 or more, search your deck for all copies of the target card and place them in your hand.",What lay on top did not look very dangerous at first glance -- a necklace and two bracelets of jointed black metal -- but she could come no closer to anything than this.,,
children_of_the_dragon,97,Network of Spies,Challenge,,C,,,Tina Druce-Hoffman,,,,,,,,,"Only Intrigue dice may be rolled in this challenge. If successful, this challenge becomes a character advantage targeting a character you control with the following text: Rotate and target 3 characters you control. When the targets roll their Intrigue dice this turn, they each additionally generate [intrigue].","Merchant and warrior, commoner and noble. From Kandor and Cairhien, Saldaea and Ghealdan. From every nation and nearly every people.",,
